,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,total_mn,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,total_em,Age_tier,distancehome_tier,MonthlyIncome_tier
2139,36,0,2,1,2,4,3,1,1,0,2,27250,9.0,21,1,18.0,4,16,5,12,2,4,3.0,3.0,2.0,3.0,2.6666666666666665,1,4,2
2140,44,1,2,1,21,4,1,0,2,2,1,62720,1.0,19,1,10.0,3,10,0,5,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,2,1,4
2141,28,0,1,1,2,3,1,0,2,8,1,21270,1.0,14,0,2.0,3,2,2,2,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,0,4,1
2142,51,0,1,2,21,4,3,1,2,6,2,182000,0.0,17,0,8.0,3,7,7,7,3,3,3.0,2.0,3.0,2.7614364135407135,2.587145471180238,3,1,5
2143,30,0,0,1,2,4,4,1,1,6,2,20960,7.0,11,3,10.0,2,8,1,7,3,3,3.0,3.0,3.0,3.0,3.0,0,4,1
2144,29,1,2,1,29,4,5,0,1,8,0,28860,3.0,13,0,10.0,4,7,7,7,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,0,1,2
2145,28,0,2,2,1,4,1,0,2,8,2,20330,2.0,15,1,5.0,5,3,1,2,3,3,3.0,4.0,1.0,2.0,2.3333333333333335,0,4,1
2146,25,0,2,1,18,2,1,1,1,6,2,36220,1.0,25,0,2.0,0,2,2,1,3,4,3.5,4.0,2.0,2.0,2.6666666666666665,0,2,3
2147,32,0,2,1,10,4,4,0,1,7,1,42330,1.0,11,0,10.0,5,10,0,8,3,3,3.0,3.0,4.0,4.0,3.6666666666666665,1,3,3
2148,45,0,1,1,19,3,3,1,3,2,2,36810,3.0,17,1,22.0,2,0,0,0,3,3,3.0,2.7236031927023947,2.0,3.0,2.574534397567465,2,2,3
2149,39,0,2,2,29,1,2,0,1,2,0,54600,6.0,13,2,21.0,3,19,15,2,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,1,1,3
2150,58,0,2,1,27,3,4,1,2,2,0,21870,1.0,18,1,2.0,1,2,2,2,1,3,2.0,1.0,3.0,3.0,2.3333333333333335,3,1,1
2151,32,1,2,1,5,3,5,0,1,7,1,96020,1.0,13,1,10.0,3,10,1,1,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,4,4
2152,39,1,2,1,18,2,1,1,2,2,2,28360,0.0,20,0,6.0,3,5,0,3,2,4,3.0,3.0,1.0,3.0,2.3333333333333335,1,2,2
2153,30,0,2,2,9,1,2,1,4,5,1,40890,0.0,18,0,10.0,2,9,6,7,4,3,3.5,1.0,4.0,3.0,2.6666666666666665,0,3,3
2154,36,0,2,2,1,3,2,1,2,7,1,166270,3.0,12,0,10.0,5,7,1,7,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,1,4,5
2155,46,0,2,2,4,3,3,1,1,6,2,26190,6.0,12,1,10.0,3,7,5,7,2,3,2.5,4.0,1.0,4.0,3.0,2,4,2
2156,28,0,0,1,1,3,3,1,5,7,1,56790,0.0,13,0,10.0,2,9,7,5,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,0,4,3
2157,50,0,2,1,20,2,3,0,5,2,1,154020,4.0,21,0,25.0,3,3,1,2,2,4,3.0,4.0,1.0,3.0,2.6666666666666665,2,2,5
2158,40,1,2,2,8,1,4,1,1,2,2,59850,2.0,13,3,9.0,1,5,1,0,2,3,2.5,4.0,2.0,3.0,3.0,1,3,3
2159,52,1,2,1,3,2,5,1,3,2,2,25790,9.0,19,1,10.0,1,8,7,7,3,3,3.0,2.0,2.0,2.0,2.0,3,4,2
2160,30,0,2,1,6,4,3,0,1,7,1,30410,1.0,11,1,9.0,2,9,0,8,2,3,2.5,2.0,1.0,3.0,2.0,0,3,2
2161,39,0,2,1,26,1,3,1,2,0,2,34470,0.0,14,0,9.0,5,8,1,7,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,1,2
2162,31,0,0,1,1,2,3,1,1,7,0,195130,1.0,12,1,10.0,1,10,9,6,2,3,2.5,4.0,3.0,2.0,3.0,1,4,5
2163,41,0,0,2,6,3,1,0,1,5,2,27730,1.0,11,0,19.0,3,19,11,9,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,2,3,2
2164,31,1,1,1,3,1,1,1,1,7,2,71040,1.0,14,1,3.0,3,3,2,2,3,3,3.0,4.0,2.0,4.0,3.3333333333333335,1,4,4
2165,44,1,2,2,5,3,1,1,1,2,1,63220,4.0,11,1,10.0,2,3,1,2,3,3,3.0,1.0,1.0,4.0,2.0,2,4,4
2166,42,0,0,1,4,3,1,1,2,2,1,20830,0.0,12,2,21.0,3,20,2,10,2,3,2.5,3.0,3.0,2.0,2.6666666666666665,2,4,1
2167,55,0,2,2,11,3,5,1,2,4,1,83810,4.0,15,1,23.0,3,19,9,11,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,3,2,4
2168,56,0,2,2,3,2,3,0,3,4,2,26910,6.0,16,1,36.0,6,7,7,7,3,3,3.0,4.0,2.0,3.0,3.0,3,4,2
2169,40,0,0,1,1,1,1,1,1,2,0,42860,9.0,15,0,6.0,6,4,0,0,3,3,3.0,3.0,3.0,3.0,3.0,1,4,3
2170,34,0,2,1,3,2,5,1,2,5,0,26590,0.0,24,3,10.0,2,9,1,6,3,4,3.5,4.0,4.0,2.0,3.3333333333333335,1,4,2
2171,40,0,2,2,4,3,3,1,2,7,2,94340,1.0,13,1,9.0,3,9,8,8,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,1,4,4
2172,41,0,1,2,1,4,4,0,2,0,0,55610,0.0,11,0,10.0,2,9,1,7,2,3,2.5,3.0,1.0,3.0,2.3333333333333335,2,4,3
2173,35,0,1,2,1,2,5,1,2,3,2,66460,1.0,13,1,9.0,2,9,1,1,2,3,2.5,3.0,3.0,3.0,3.0,1,4,4
2174,51,0,2,2,18,2,1,1,4,4,0,77250,1.0,13,1,33.0,2,33,0,10,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,3,2,4
2175,38,0,2,2,2,4,1,0,1,6,0,107250,3.0,18,0,11.0,5,7,1,7,2,3,2.5,2.0,1.0,3.0,2.0,1,4,5
2176,34,0,2,2,4,3,1,1,2,6,2,88470,1.0,16,0,10.0,3,10,9,6,4,3,3.5,3.0,1.0,4.0,2.6666666666666665,1,4,4
2177,25,0,2,1,6,2,3,0,4,6,1,20450,3.0,19,0,7.0,3,3,1,2,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,0,3,1
2178,58,1,2,2,1,4,5,1,2,7,1,10090,7.0,13,2,31.0,3,10,5,9,4,3,3.5,3.0,1.0,2.0,2.0,3,4,1
2179,40,0,2,1,14,4,3,0,1,6,1,33480,3.0,22,0,7.0,2,4,0,3,1,4,2.5,2.0,2.0,3.0,2.3333333333333335,1,2,2
2180,36,0,1,2,16,2,1,1,1,6,1,12810,2.0,11,0,17.0,2,15,6,13,3,3,3.0,1.0,1.0,2.0,1.3333333333333333,1,2,1
2181,48,0,2,1,2,1,1,1,2,6,2,28190,1.0,20,0,11.0,2,10,0,8,2,4,3.0,4.0,4.0,3.0,3.6666666666666665,2,4,2
2182,27,0,2,1,2,3,1,0,2,2,1,48510,8.0,18,0,5.0,2,1,0,0,3,3,3.0,3.0,2.728246013667426,3.0,2.909415337889142,0,4,3
2183,51,0,2,1,4,1,3,0,3,4,2,40280,3.0,14,0,29.0,3,5,0,3,3,3,3.0,4.0,2.0,2.0,2.6666666666666665,3,4,3
2184,18,0,0,1,1,4,3,1,2,7,2,27200,1.0,22,1,0.0,2,0,0,0,3,4,3.5,4.0,4.0,4.0,4.0,4,4,2
2185,35,0,2,1,1,4,4,0,2,5,1,81200,0.0,13,0,10.0,2,9,0,0,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,1,4,4
2186,27,0,1,1,26,4,3,0,1,5,2,46470,3.0,17,0,8.0,3,6,0,0,4,3,3.5,4.0,4.0,3.0,3.6666666666666665,0,1,3
2187,55,1,2,1,19,3,5,1,1,1,2,46800,6.0,14,3,24.0,0,19,3,8,4,3,3.5,1.0,3.0,2.0,2.0,3,2,3
2188,56,0,2,1,24,4,1,1,2,2,1,32210,4.0,15,2,33.0,2,19,15,9,3,3,3.0,4.0,2.0,3.0,3.0,3,1,2
2189,34,0,0,2,1,2,1,1,2,6,0,86210,1.0,17,1,5.0,1,5,0,0,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,4,4
2190,40,0,2,1,3,3,1,1,2,7,0,45770,5.0,11,1,15.0,3,12,11,8,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,1,4,3
2191,34,0,2,1,5,3,1,1,1,6,1,45530,4.0,18,1,10.0,2,8,7,7,4,3,3.5,2.0,3.0,3.0,2.6666666666666665,1,4,3
2192,31,1,1,1,2,2,3,0,2,4,2,53960,7.0,17,1,3.0,2,1,0,0,1,3,2.0,3.0,4.0,4.0,3.6666666666666665,1,4,3
2193,35,1,1,1,1,2,3,1,1,4,1,67960,0.0,13,0,5.0,2,4,3,2,3,3,3.0,4.0,3.0,2.0,3.0,1,4,4
2194,38,0,1,1,7,3,3,0,2,8,0,76250,1.0,15,0,4.0,2,4,0,3,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,1,3,4
2195,34,0,2,1,10,4,4,0,2,2,2,74120,1.0,24,0,14.0,4,14,4,11,3,4,3.5,3.0,4.0,4.0,3.6666666666666665,1,3,4
2196,28,0,2,1,2,3,1,0,2,0,1,111590,1.0,12,0,5.0,2,5,0,4,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,0,4,5
2197,31,1,2,1,15,2,1,1,2,7,1,49600,1.0,15,0,10.0,3,10,6,7,2,3,2.5,4.0,3.0,2.0,3.0,1,2,3
2198,39,0,2,1,17,4,5,0,2,0,1,104750,3.0,11,1,8.0,3,5,1,4,3,3,3.0,1.0,4.0,4.0,3.0,1,2,5
2199,51,0,1,1,20,3,3,1,2,7,1,148140,2.0,11,1,14.0,2,4,3,2,2,3,2.5,2.0,2.0,3.0,2.3333333333333335,3,2,5
2200,41,0,1,1,1,3,1,1,4,7,0,191410,3.0,12,1,12.0,2,6,3,3,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,2,4,5
2201,37,0,2,1,2,2,3,0,1,0,1,54050,7.0,15,0,8.0,3,6,1,3,4,3,3.5,3.0,3.0,3.0,3.0,1,4,3
2202,33,0,1,1,2,3,3,0,1,7,1,87930,6.0,17,0,8.0,2,5,1,2,3,3,3.0,2.0,4.0,4.0,3.3333333333333335,1,4,4
2203,32,0,2,1,1,4,3,1,5,5,1,191890,0.0,12,1,4.0,3,3,1,2,3,3,3.0,3.0,2.0,2.0,2.3333333333333335,1,4,5
2204,39,0,0,1,29,2,1,1,2,7,1,38750,3.0,15,0,13.0,3,6,0,5,3,3,3.0,3.0,3.0,3.0,3.0,1,1,3
2205,25,0,2,1,7,4,1,1,1,7,1,22160,2.0,13,3,6.0,2,3,1,2,2,3,2.5,1.0,3.0,2.0,2.0,0,3,1
2206,52,0,1,1,2,1,1,1,2,7,1,117130,2.0,14,0,24.0,2,5,0,2,3,3,3.0,4.0,3.0,2.0,3.0,3,4,5
2207,43,0,2,1,2,2,3,1,1,2,2,78610,1.0,14,2,20.0,1,20,1,8,3,3,3.0,1.0,3.0,1.0,1.6666666666666667,2,4,4
2208,27,0,2,1,2,4,1,1,1,1,1,37080,1.0,16,2,6.0,2,6,4,4,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,0,4,3
2209,27,1,2,1,2,5,1,0,1,6,2,137700,1.0,18,1,8.0,3,8,7,7,4,3,3.5,4.0,3.0,3.0,3.3333333333333335,0,4,5
2210,26,0,2,1,2,2,4,1,3,2,2,53040,0.0,20,1,5.0,2,4,1,1,3,4,3.5,1.0,4.0,3.0,2.6666666666666665,0,4,3
2211,42,0,2,2,23,3,2,0,3,6,1,26420,0.0,13,1,21.0,3,20,0,9,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,2,1,2
2212,52,0,2,1,5,2,1,0,1,0,1,27590,9.0,18,1,12.0,6,5,0,4,3,3,3.0,3.0,1.0,1.0,1.6666666666666667,3,4,2
2213,37,0,2,1,20,5,1,1,2,3,2,68040,4.0,13,1,8.0,1,3,0,2,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,2,4
2214,35,0,1,1,6,4,3,0,2,5,2,61420,2.0,15,1,10.0,2,2,2,2,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,3,4
2215,25,0,2,1,1,4,3,1,2,7,1,25000,4.0,14,2,7.0,2,3,0,2,1,3,2.0,1.0,4.0,2.0,2.3333333333333335,0,4,2
2216,26,0,2,1,29,4,1,1,1,6,2,63890,0.0,22,0,8.0,2,7,0,7,2,4,3.0,3.0,1.0,3.0,2.3333333333333335,0,1,4
2217,29,0,2,2,9,3,1,1,1,2,2,111030,1.0,12,0,10.0,5,10,0,9,2,3,2.5,2.0,1.0,2.0,1.6666666666666667,0,3,5
2218,49,1,1,2,6,5,3,0,2,0,2,23420,3.0,18,0,20.0,2,4,1,3,3,3,3.0,1.0,1.0,3.0,1.6666666666666667,2,3,1
2219,29,1,1,2,3,2,2,0,2,2,2,68110,0.0,15,1,9.0,2,8,7,7,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,4,4
2220,54,0,2,2,1,3,3,0,2,3,2,22970,6.0,18,2,29.0,2,20,12,7,2,3,2.5,4.0,4.0,2.0,3.3333333333333335,3,4,1
2221,58,0,2,2,22,3,1,0,2,2,1,24500,3.0,12,1,32.0,2,9,1,5,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,3,1,1
2222,55,0,2,1,7,3,1,0,3,6,0,50930,2.0,16,1,31.0,3,7,0,0,3,3,3.0,2.0,4.0,4.0,3.3333333333333335,3,3,3
2223,36,0,2,1,1,3,3,1,2,7,2,53090,3.0,13,0,15.0,5,5,0,1,3,3,3.0,1.0,2.0,3.0,2.0,1,4,3
2224,31,1,1,2,4,3,1,1,2,3,2,30570,1.0,19,0,1.0,3,1,0,0,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,1,4,2
2225,30,0,2,2,3,3,1,1,3,7,0,51210,7.0,13,0,8.0,4,3,0,2,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,0,4,3
2226,31,0,2,1,1,3,3,1,1,2,2,168560,3.0,12,1,9.0,3,3,1,0,3,3,3.0,1.0,2.0,2.7614364135407135,1.9204788045135712,1,4,5
2227,34,0,1,2,2,1,2,0,5,3,0,26860,5.0,11,0,10.0,3,4,1,3,4,3,3.5,4.0,1.0,3.0,2.6666666666666665,1,4,2
2228,31,1,2,2,20,3,5,1,1,6,2,61800,1.0,14,1,1.0,2,1,0,0,1,3,2.0,1.0,2.0,4.0,2.3333333333333335,1,2,4
2229,27,0,2,0,11,4,3,1,4,7,1,66320,0.0,16,0,6.0,3,5,1,4,3,3,3.0,2.0,1.0,4.0,2.3333333333333335,0,2,4
2230,36,0,2,2,1,3,2,1,2,6,2,35050,1.0,12,2,10.0,2,10,1,8,2,3,2.5,1.0,4.0,2.0,2.3333333333333335,1,4,3
2231,36,0,2,1,24,3,4,0,3,5,1,63970,4.0,14,1,11.0,3,3,0,2,3,3,3.0,3.0,1.0,2.0,2.0,1,1,4
2232,47,0,2,1,23,4,1,0,2,7,1,62740,7.0,14,2,17.0,0,6,1,2,3,3,3.0,1.0,4.0,2.0,2.3333333333333335,2,1,4
2233,25,1,2,2,16,4,1,1,2,6,1,198590,3.0,19,0,6.0,3,3,2,2,2,3,2.5,1.0,1.0,3.0,1.6666666666666667,0,2,5
2234,37,0,0,2,8,4,3,1,1,0,2,75870,0.0,22,1,7.0,5,6,1,3,3,4,3.5,3.0,3.0,1.0,2.3333333333333335,1,3,4
2235,56,0,2,1,10,4,4,1,2,8,1,42580,2.0,16,0,5.0,2,3,1,0,3,3,3.0,1.0,1.0,4.0,2.0,3,3,3
2236,47,0,2,1,3,2,3,1,2,2,1,43640,3.0,11,1,26.0,3,20,5,6,3,3,3.0,1.0,3.0,4.0,2.6666666666666665,2,4,3
2237,24,0,2,1,5,1,4,1,1,4,1,43350,1.0,15,1,5.0,5,5,0,3,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,4,3
2238,32,0,2,2,4,3,2,1,1,6,1,53260,4.0,14,1,7.0,2,4,0,3,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,1,4,3
2239,34,0,2,1,9,2,3,1,1,7,1,32800,5.0,13,0,7.0,3,5,0,2,3,3,3.0,4.0,2.0,2.0,2.6666666666666665,1,3,2
2240,41,0,2,1,26,3,3,0,3,7,1,54850,2.0,17,2,7.0,2,4,0,3,3,3,3.0,2.0,3.0,2.0,2.3333333333333335,2,1,3
2241,40,0,0,2,3,2,1,1,1,7,0,43420,3.0,11,1,11.0,6,8,0,7,2,3,2.5,3.0,3.0,4.0,3.3333333333333335,1,4,3
2242,31,0,2,1,16,3,3,1,2,1,0,27820,1.0,19,1,13.0,5,13,9,9,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,2,2
2243,46,1,2,1,18,1,3,1,1,4,0,59800,4.0,11,1,28.0,2,7,4,3,3,3,3.0,1.0,4.0,4.0,3.0,2,2,3
2244,39,1,0,1,2,4,3,1,2,4,2,43810,2.0,15,2,11.0,1,1,0,0,2,3,2.5,1.0,1.0,4.0,2.0,1,4,3
2245,31,1,1,2,2,3,3,1,2,7,2,25720,1.0,13,3,10.0,3,10,4,7,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,1,4,2
2246,45,0,2,2,10,2,2,1,1,7,0,38330,2.0,14,0,24.0,1,7,0,7,3,3,3.0,2.0,1.0,3.0,2.0,2,3,3
2247,31,0,2,1,16,4,1,1,3,1,2,42440,9.0,13,0,8.0,3,3,0,2,3,3,3.0,4.0,2.0,3.0,3.0,1,2,3
2248,31,1,1,1,7,4,1,1,1,2,1,65000,6.0,23,1,7.0,5,2,2,2,3,4,3.5,2.0,4.0,1.0,2.3333333333333335,1,3,4
2249,45,0,2,1,1,2,1,0,1,6,1,184300,4.0,12,1,10.0,5,3,1,2,3,3,3.0,2.0,4.0,4.0,3.3333333333333335,2,4,5
2250,48,0,2,1,24,3,5,1,2,6,0,16010,4.0,12,0,15.0,3,2,2,2,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,2,1,1
2251,34,1,2,1,7,4,3,1,2,6,1,26940,1.0,16,1,2.0,3,2,2,2,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,3,2
2252,40,0,0,1,25,4,4,0,1,7,0,31490,2.0,15,1,16.0,1,9,4,8,2,3,2.5,4.0,2.0,3.0,3.0,1,1,2
2253,28,0,2,1,1,2,5,0,1,6,2,176390,0.0,13,1,6.0,0,5,1,3,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,0,4,5
2254,44,0,0,1,5,3,1,1,1,2,2,23190,3.0,18,0,7.0,4,5,0,3,2,3,2.5,3.0,3.0,3.0,3.0,2,4,1
2255,53,0,2,1,2,4,5,1,2,3,2,116910,4.0,20,0,35.0,2,9,8,8,3,4,3.5,4.0,2.0,2.0,2.6666666666666665,3,4,5
2256,49,0,2,1,7,3,1,1,3,2,1,53240,2.0,19,0,20.0,2,3,1,2,1,3,2.0,1.0,3.0,2.0,2.0,2,3,3
2257,40,0,2,1,2,4,1,1,3,2,0,167520,2.0,18,1,8.0,3,3,1,2,3,3,3.0,3.0,3.0,4.0,3.3333333333333335,1,4,5
2258,44,0,2,1,5,1,4,1,3,6,2,52280,1.0,13,0,6.0,2,5,1,3,4,3,3.5,4.0,2.0,2.0,2.6666666666666665,2,4,3
2259,33,0,1,0,10,3,3,0,2,7,1,27000,0.0,14,3,5.0,2,4,0,3,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,3,2
2260,34,0,2,1,10,4,1,0,1,8,2,192460,3.0,15,1,15.0,5,13,3,12,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,3,5
2261,30,0,2,2,1,2,5,1,1,2,1,25060,8.0,22,0,4.0,3,2,2,2,3,4,3.5,4.0,3.0,2.0,3.0,0,4,2
2262,42,0,1,1,8,4,3,0,1,7,2,60620,1.0,22,2,12.0,2,12,5,8,3,4,3.5,1.0,4.0,3.0,2.6666666666666665,2,3,4
2263,44,0,1,1,5,3,1,0,5,4,1,43820,7.0,16,2,11.0,2,1,0,0,3,3,3.0,1.0,3.0,2.0,2.0,2,4,3
2264,30,0,0,1,8,3,1,1,1,4,0,21430,1.0,17,1,1.0,2,1,0,0,3,3,3.0,3.0,3.0,2.0,2.6666666666666665,0,3,1
2265,57,0,2,2,2,1,1,1,3,6,1,61620,0.0,14,0,13.0,5,12,2,8,2,3,2.5,2.0,3.0,2.0,2.3333333333333335,3,4,4
2266,49,0,2,1,7,3,5,0,2,7,0,50940,3.0,15,0,29.0,5,8,0,7,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,2,3,3
2267,34,0,1,1,2,4,3,0,2,8,0,68770,7.0,20,0,16.0,3,14,6,9,3,4,3.5,2.0,1.0,2.0,1.6666666666666667,1,4,4
2268,28,1,1,1,2,3,3,1,1,6,1,22740,3.0,20,1,5.0,5,3,1,2,3,4,3.5,1.0,3.0,4.0,2.6666666666666665,0,4,1
2269,29,1,1,1,28,3,3,0,5,6,2,44340,5.0,17,3,7.0,1,5,0,0,3,3,3.0,1.0,2.0,1.0,1.3333333333333333,0,1,3
2270,34,1,2,1,7,1,3,1,1,6,2,62880,0.0,15,1,16.0,2,15,10,10,3,3,3.0,1.0,2.0,4.0,2.3333333333333335,1,3,4
2271,35,0,2,2,7,4,4,0,4,0,1,25530,1.0,14,1,1.0,4,1,0,0,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,1,3,2
2272,24,1,1,2,3,3,1,1,2,6,2,76540,2.0,17,1,4.0,3,0,0,0,2,3,2.5,2.0,1.0,2.0,1.6666666666666667,0,4,4
2273,24,0,0,1,10,3,1,0,2,3,1,51600,1.0,17,1,1.0,3,1,0,0,1,3,2.0,4.0,2.0,3.0,3.0,0,3,3
2274,44,0,1,1,5,2,3,0,2,6,2,171590,5.0,22,1,16.0,1,2,2,2,2,4,3.0,2.0,3.0,2.0,2.3333333333333335,2,4,5
2275,29,0,2,2,10,2,1,0,1,7,0,128080,1.0,13,0,10.0,6,10,0,4,3,3,3.0,3.0,3.0,3.0,3.0,0,3,5
2276,30,0,2,1,1,2,1,1,3,7,0,102210,0.0,19,1,6.0,2,5,1,3,3,3,3.0,3.0,3.0,4.0,3.3333333333333335,0,4,5
2277,55,0,2,2,20,3,2,1,2,6,1,47790,0.0,14,1,4.0,6,3,1,2,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,3,2,3
2278,33,0,2,1,7,2,1,1,2,6,1,37370,8.0,22,2,8.0,2,5,0,2,3,4,3.5,1.0,2.0,3.0,2.0,1,3,3
2279,47,0,2,1,8,4,3,0,2,8,1,23660,3.0,17,0,11.0,5,5,1,2,2,3,2.5,3.0,3.0,2.0,2.6666666666666665,2,3,1
2280,28,1,1,2,1,3,2,1,2,2,2,17060,7.0,12,0,8.0,3,0,0,0,3,3,3.0,3.0,1.0,2.0,2.0,0,4,1
2281,28,0,2,2,8,4,2,1,1,2,0,163070,1.0,16,0,1.0,3,1,0,0,2,3,2.5,1.0,3.0,1.0,1.6666666666666667,0,3,5
2282,28,0,1,1,9,3,1,0,2,7,2,59330,0.0,11,0,5.0,3,4,1,3,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,0,3,3
2283,49,0,2,1,5,4,1,0,1,6,1,34240,4.0,11,0,10.0,3,3,1,2,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,2,4,2
2284,29,0,1,1,8,1,3,1,1,6,1,40370,0.0,14,0,4.0,2,3,0,2,1,3,2.0,4.0,2.0,3.0,3.0,0,3,3
2285,28,0,2,1,5,1,5,1,2,2,1,25590,1.0,11,0,8.0,3,8,1,7,2,3,2.5,3.0,2.0,2.0,2.3333333333333335,0,4,2
2286,33,0,2,1,15,4,1,0,1,7,2,62010,2.0,15,3,14.0,2,0,0,0,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,1,2,4
2287,32,0,2,1,7,3,1,0,3,2,2,44030,2.0,20,0,10.0,3,5,0,0,2,4,3.0,3.0,4.0,4.0,3.6666666666666665,1,3,3
2288,54,0,1,2,10,3,1,0,4,6,0,37610,3.0,12,0,26.0,3,14,1,12,2,3,2.5,2.0,4.0,3.0,3.0,3,3,3
2289,29,1,2,1,5,3,1,0,2,6,2,109340,6.0,17,2,11.0,2,9,0,7,3,3,3.0,1.0,1.0,1.0,1.0,0,4,5
2290,44,0,2,2,26,1,2,1,1,8,1,107610,3.0,11,1,24.0,5,20,14,17,2,3,2.5,4.0,1.0,4.0,3.0,2,1,5
2291,39,0,2,2,6,1,5,0,2,2,2,51750,4.0,17,1,9.0,2,2,2,2,4,3,3.5,2.0,2.0,3.0,2.3333333333333335,1,3,3
2292,46,0,2,1,4,2,1,1,3,4,1,138260,8.0,11,0,23.0,1,13,5,1,2,3,2.5,3.0,2.0,4.0,3.0,2,4,5
2293,35,0,2,1,23,4,1,1,2,6,2,63340,1.0,14,0,11.0,2,11,3,3,4,3,3.5,4.0,2.0,1.0,2.3333333333333335,1,1,4
2294,23,0,2,1,2,4,3,0,2,3,2,49360,0.0,19,1,5.0,2,4,1,2,2,3,2.5,1.0,3.0,3.0,2.3333333333333335,0,4,3
2295,40,1,2,1,2,3,3,1,2,5,2,47750,3.0,15,1,15.0,3,5,1,0,4,3,3.5,4.0,1.0,1.0,2.0,1,4,3
2296,34,0,2,0,2,3,0,1,2,4,1,28180,1.0,13,1,10.0,2,10,8,6,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,4,2
2297,31,1,1,1,29,3,1,0,2,0,2,25150,1.0,14,0,7.0,3,7,7,7,2,3,2.5,4.0,3.0,1.0,2.6666666666666665,1,1,2
2298,50,0,1,1,6,3,3,1,1,3,2,23420,1.0,12,1,32.0,2,32,13,9,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,2,3,1
2299,34,0,2,2,25,5,2,0,1,6,1,41940,0.0,17,2,12.0,3,11,5,7,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,1,1,3
2300,42,0,2,1,1,3,1,0,1,4,1,106850,4.0,11,3,4.0,2,1,0,0,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,2,4,5
2301,37,0,2,1,2,2,3,1,1,6,1,20220,1.0,12,0,10.0,1,10,3,7,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,4,1
2302,29,0,2,1,1,3,3,0,1,3,1,23140,3.0,13,0,9.0,5,7,0,7,4,3,3.5,3.0,1.0,3.0,2.3333333333333335,0,4,1
2303,33,0,2,1,1,1,1,1,1,6,2,42560,1.0,13,3,5.0,1,5,0,2,3,3,3.0,4.0,2.0,3.0,3.0,1,4,3
2304,45,0,2,2,3,3,1,1,3,2,1,35800,4.0,20,1,8.0,1,5,0,3,2,4,3.0,4.0,4.0,3.0,3.6666666666666665,2,4,3
2305,42,0,1,0,1,4,5,1,2,4,1,31620,2.0,17,2,24.0,1,20,13,9,3,3,3.0,4.0,4.0,1.0,3.0,2,4,2
2306,40,0,2,2,10,1,1,0,1,4,1,65240,0.0,13,1,9.0,2,8,7,1,4,3,3.5,1.0,1.0,4.0,2.0,1,3,4
